cnpj_raiz_8,ano,entidade,origem_universo,pares_pagantes,valor_mides,classificacao_anterior_painel,grupo_conciliacao,classificacao_conciliada,tratamento_dados,n_unidades_moveis_dezembro,n_estruturas_nao_clinicas_dezembro,cnes_dezembro,tipos_cnes_dezembro,municipios_cadastro_dezembro,cnes_com_tipo_clinico_em_algum_mes,inicio_servico_documentado,fundamento,fonte_decisao,fonte_documental_aplicada,referencias_contextuais_nao_automaticamente_anuais,alcance_contexto_original,fonte_cnes_url,fonte_cnes_sha256,competencia_cnes,polo_clinico_anual_recuperado,limite,data_conciliacao
02287790,2015,CONSORCIO INTERMUNICIPAL DE SAUDE DA REG FRONT ESTADOS DA BA. MG. E ES.,original_84,1,194014.91,historica_sem_polo_documentado,historicas_sem_polo,historica_sem_polo_documentado,excluir_da_especificacao_de_destino_fixo,0,0,,,,,,Registro institucional posterior nao prova oferta em 2014-2021; sem vinculo CNES direto nos oito anos.,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://doc.tce.mg.gov.br/Home/ViewDiario/2026_01_28_Diario.pdf,https://doc.tce.mg.gov.br/Home/ViewDiario/2026_01_28_Diario.pdf,Registro institucional posterior nao prova oferta em 2014-2021; sem vinculo CNES direto nos oito anos.,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1512.dbc,fbb33f2e8289a73b53d8a5385a8a3417ead012189e7047086d243e60f517ac28,201512,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
00840724,2015,CIS/UBA,original_84,1,13992,historica_sem_polo_documentado,historicas_sem_polo,historica_sem_polo_documentado,excluir_da_especificacao_de_destino_fixo,0,0,,,,,,Existencia institucional e pagamentos historicos nao identificam prestador; sem vinculo CNES direto nos oito anos. Inaptidao cadastral nao prova data de encerramento assistencial.,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://sapl.uba.mg.leg.br/media/sapl/public/materialegislativa/1996/11193/projeto_de_lei_055.pdf,https://sapl.uba.mg.leg.br/media/sapl/public/materialegislativa/1996/11193/projeto_de_lei_055.pdf,Existencia institucional e pagamentos historicos nao identificam prestador; sem vinculo CNES direto nos oito anos. Inaptidao cadastral nao prova data de encerramento assistencial.,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1512.dbc,fbb33f2e8289a73b53d8a5385a8a3417ead012189e7047086d243e60f517ac28,201512,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
18151467,2015,AMVAP SAUDE,original_84,1,9900,rede_indireta_sem_destinos_anuais,redes_indiretas_ou_programas,rede_indireta_sem_destinos_anuais,excluir_destino_fixo,0,0,,,,,,O portal oficial preserva demonstrativos de 2017 e descreve procedimentos e transporte; nao fornece neste material prestadores de 2014-2017,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://www.amvapsaude.com.br/transparencia/,https://www.amvapsaude.com.br/transparencia/,2014-2017,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1512.dbc,fbb33f2e8289a73b53d8a5385a8a3417ead012189e7047086d243e60f517ac28,201512,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
71203715,2016,CIS CIRCUITO DAS AGUAS,original_84,18,15732478.22,sem_classificacao_anual_no_painel,redes_indiretas_ou_programas,programas_documentados_sem_destino_clinico_identificado,localizar_prestador_e_vigencia; manter_sem_tempo_clinico,0,1,7919204,64,316370,,,"Documento da Fhemig registra gestao de servicos regionais de atencao secundaria entre janeiro de 2014 e dezembro de 2016, incluindo Centro Viva Vida, saude mental, CEO e farmacia",auditoria_documental_21_entidades_2026_09_16.csv; alcance_explicito_do_texto,https://www.fhemig.mg.gov.br/files/3070/ConsorcioEntidades-Filantropicas---CSSFe/33901/Ata-de-Julgamento---CSSFE--Edital-06/2024.pdf?preview=1,https://www.ciscircuitodasaguas.org.br/ | https://www.fhemig.mg.gov.br/files/3070/ConsorcioEntidades-Filantropicas---CSSFe/33901/Ata-de-Julgamento---CSSFE--Edital-06/2024.pdf?preview=1,2014-2015,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado. Leitura inicial utilizou o trecho Fhemig 2014-2016; a revisao complementar reconhece instrumentos 2017-2019 nas paginas 9-10. Consultar revisao_prioritarios_2026_09_24.csv.,2026-09-24
97550393,2016,CIAS - CONSORCIO INTERMUNICIPAL DE SAUDE,original_84,32,10298206.02,sem_evidencia_suficiente_de_polo_no_ano,demais_sem_destino_clinico_suficientemente_documentado,sem_evidencia_suficiente_de_polo_no_ano,excluir_da_especificacao_de_destino_fixo,0,0,,,,,,CNES historico: hospital-dia em Santa Luzia em dezembro de 2014 e janeiro de 2015. Termo assinado em 2024 refere explicitamente regulacao SAMU em 2021-2022; nao identifica hospital ou bases anuais.,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://dom.santaluzia.mg.gov.br/?mec-events=termo-de-ajuste-de-contas-6,https://dom.santaluzia.mg.gov.br/?mec-events=termo-de-ajuste-de-contas-6,CNES historico: hospital-dia em Santa Luzia em dezembro de 2014 e janeiro de 2015. Termo assinado em 2024 refere explicitamente regulacao SAMU em 2021-2022; nao identifica hospital ou bases anuais.,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
13985869,2016,CISSUL,original_84,113,6825537.66,sem_classificacao_anual_no_painel,movel_regulacao_ou_transporte,samu_regional_documentado,especificacao_movel_com_vigencia_propria,0,1,7659873,76,317070,,2015-01-31,Relato institucional retrospectivo identifica inicio da operacao em 31 de janeiro de 2015,evidencias/fontes_conciliacao_2026_09_24.csv#cissul_inicio,https://cissul.saude.mg.gov.br/2025/cissul-samu-celebra-10-anos-e-inicia-novo-ciclo-de-conquistas/,https://www.saude.mg.gov.br/noticias/abertura-de-treinamento-para-samu-acontece-em-varginha/ | https://www.saude.mg.gov.br/wp-content/uploads/2014/11/A_agenda_da_saude_publica_WEB-726.pdf,2014,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado. Nao mede continuidade diaria nem prova inexistencia de outras atividades antes dessa data,2026-09-24
17813026,2016,CISDESTE,original_84,87,5564266.71,sem_classificacao_anual_no_painel,movel_regulacao_ou_transporte,oferta_movel_cadastrada,especificacao_movel; nao_usar_central_como_clinica,39,1,7476809 | 7478267 | 7539932 | 7539940 | 7539967 | 7539975 | 7539983 | 7539991 | 7540000 | 7540019 | 7540035 | 7541090 | 7541104 | 7541120 | 7545509 | 7545517 | 7548044 | 7548052 | 7548109 | 7548125 | 7548133 | 7570678 | 7572085 | 7572336 | 7572379 | 7572387 | 7572417 | 7572425 | 7575289 | 7575319 | 7588348 | 7588356 | 7588364 | 7588372 | 7588399 | 7588402 | 7588410 | 7588429 | 7588437 | 7594488,42 | 76,310150 | 310280 | 310460 | 310690 | 310750 | 311330 | 311530 | 312400 | 312420 | 312595 | 312738 | 313670 | 313800 | 313840 | 313860 | 314080 | 314220 | 314390 | 314820 | 315580 | 315590 | 316070 | 316290 | 316570 | 316990 | 317200,,,Ha unidades moveis diretamente vinculadas na competencia de dezembro.,CNES_ST_dezembro,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
01999898,2016,CIS CAPARAO,original_84,15,3675803.98,rede_indireta_e_movel_sem_vinculo_de_capacidade,redes_indiretas_ou_programas,rede_indireta_e_movel_sem_vinculo_de_capacidade,excluir_destino_fixo,0,0,,,,,,O sitio oficial descreve profissionais credenciados e remocao por UTI movel; documento municipal de 2014 registra subvenC'C#o ao Hospital Cesar Leite sem provar que o consorcio o mantinha,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://www.ciscaparao.mg.gov.br/Index.aspx,https://www.ciscaparao.mg.gov.br/Index.aspx | https://www.reduto.mg.gov.br/legislacao-categorias/leis-ordinarias/leis-ordinarias-2013/862-lei-ordinaria-n-362-2013/file,2014-2017,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
02401218,2016,CISAP- VP,original_84,13,3101493.82,transporte_documentado_sem_destino_clinico,movel_regulacao_ou_transporte,transporte_documentado_sem_destino_clinico,excluir_destino_fixo,0,0,,,,,,Requerimento municipal de 2015 solicita esclarecimentos sobre empenho de transporte de pacientes a Conselheiro Lafaiete e Belo Horizonte; nao identifica prestador clinico,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://desterrodeentrerios.cam.mg.gov.br/Salvar_arquivo_Leis.php?INT_ARQ=62222,https://desterrodeentrerios.cam.mg.gov.br/Salvar_arquivo_Leis.php?INT_ARQ=62222 | https://www.congonhas.mg.gov.br/index.php/prefeitura-de-congonhas-participa-da-eleicao-do-presidente-do-cisap-e-fortalece-compromisso-com-a-saude-regional/,2014-2016,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
00622039,2016,CISCAXAMBU,candidata_externa_13,8,3080777.13,sem_classificacao_anual_no_painel,demais_sem_destino_clinico_suficientemente_documentado,sem_vinculo_direto_identificado,localizar_prestador_e_vigencia; manter_sem_tempo_clinico,0,0,,,,,,Sem clinica diretamente vinculada recuperada para dezembro; consultar fonte contextual sem retroacao.,CNES_historico_e_contexto_documental,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1712.dbc,2017-2021,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
03735788,2016,CISLAV,original_84,10,2701335.48,evidencia_insuficiente,demais_sem_destino_clinico_suficientemente_documentado,evidencia_insuficiente,excluir_destino_fixo,0,0,,,,,,Documentacao legislativa confirma a finalidade de apoiar programas de saude; nao identifica unidade ou prestador de 2014-2016,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://sapl.lavras.mg.leg.br/media/sapl/public/materialegislativa/2024/6/1._ple_021_2024_projeto.pdf,https://cosecsmg.org.br/consorcios/cislav-38 | https://sapl.lavras.mg.leg.br/media/sapl/public/materialegislativa/2024/6/1._ple_021_2024_projeto.pdf,2014-2016,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
01111142,2016,CISMAS,original_84,14,2367375.61,sem_classificacao_anual_no_painel,cadastro_intrano_ou_posterior,tipo_clinico_em_outros_meses_fora_dezembro,sensibilidade_mensal_sem_imputar_capacidade_dezembro,0,1,6776434,64,313240,6776434,,CNES 6776434: 201601 tipo 36 | 201602 tipo 36 | 201603 tipo 36 | 201604 tipo 36 | 201605 tipo 36 | 201606 tipo 36 | 201607 tipo 64 | 201608 tipo 64 | 201609 tipo 64 | 201610 tipo 64 | 201611 tipo 64 | 201612 tipo 64,outputs/conciliacao_cismas_2016_mensal.csv; 12 fontes ST com URL e SHA256,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,Tipo 36 em janeiro-junho e 64 em julho-dezembro; mudanca cadastral nao prova fechamento ou ausencia de atendimento. Capacidade clinica dos meses iniciais nao foi estimada.,2026-09-24
19455924,2016,CISTRI,original_84,24,2290540.92,implantacao_sem_operacao_na_maior_parte_da_janela,fase_anterior_operacao_samu,pre_operacao_samu_regional,preservar_pagamento_de_fase_pre_operacional,0,0,,,,,2018-07-03,Historia institucional registra implantacao somente em 3 de julho de 2018 depois de fase de preparacao,evidencias/fontes_conciliacao_2026_09_24.csv#cistri_inicio,https://cistri.saude.mg.gov.br/cistri/historia/,https://cistri.saude.mg.gov.br/cistri/historia/,2014-2017,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado. Nao converter veiculos doados em 2016 em operacao assistencial naquele ano,2026-09-24
11938399,2016,CISRU-CENTRO SUL,original_84,50,2271509.08,sem_classificacao_anual_no_painel,movel_regulacao_ou_transporte,oferta_movel_cadastrada,especificacao_movel; nao_usar_central_como_clinica,22,1,7003102 | 7042353 | 7042361 | 7042388 | 7042396 | 7042477 | 7042485 | 7042493 | 7042507 | 7042515 | 7042523 | 7042531 | 7048718 | 7048726 | 7048742 | 7048750 | 7048769 | 7048777 | 7048785 | 7048793 | 7048815 | 7048904 | 7048912,42 | 76,310210 | 310560 | 310590 | 311320 | 311800 | 311830 | 312390 | 312940 | 313740 | 313910 | 314450 | 314590 | 315080 | 315420 | 315520 | 316250 | 316500 | 316880,,,Ha unidades moveis diretamente vinculadas na competencia de dezembro.,CNES_ST_dezembro,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
11636961,2016,CISRUN,original_84,73,2220757.57,sem_classificacao_anual_no_painel,movel_regulacao_ou_transporte,oferta_movel_cadastrada,especificacao_movel; nao_usar_central_como_clinica,47,1,5500303 | 6972632 | 7699409 | 7699417 | 7699425 | 7699433 | 7699441 | 7699549 | 7699557 | 7699565 | 7699581 | 7720874 | 7738730 | 7738749 | 7738757 | 7738765 | 7738773 | 7738781 | 7739133 | 7739141 | 7739206 | 7739230 | 7739257 | 7739265 | 7739273 | 7739281 | 7739370 | 7739389 | 7739397 | 7739400 | 7739419 | 7739427 | 7739435 | 7739443 | 7739451 | 7739478 | 7739486 | 7739494 | 7739508 | 7739516 | 7739524 | 7739532 | 7739540 | 7739559 | 7739567 | 7739575 | 7739583 | 7740980,42 | 76,310665 | 310730 | 310825 | 310860 | 311270 | 311880 | 312030 | 312430 | 312660 | 312670 | 312733 | 312960 | 313200 | 313210 | 313505 | 313510 | 313520 | 313930 | 314100 | 314225 | 314270 | 314290 | 314330 | 314345 | 315057 | 315120 | 315213 | 315220 | 315560 | 315700 | 316110 | 316240 | 316270 | 316420 | 316800 | 317080 | 317090,,,Ha unidades moveis diretamente vinculadas na competencia de dezembro.,CNES_ST_dezembro,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
01208564,2016,CISMIP,candidata_externa_13,11,2101101.44,sem_classificacao_anual_no_painel,demais_sem_destino_clinico_suficientemente_documentado,sem_vinculo_direto_identificado,localizar_prestador_e_vigencia; manter_sem_tempo_clinico,0,0,,,,,,Sem clinica diretamente vinculada recuperada para dezembro; consultar fonte contextual sem retroacao.,CNES_historico_e_contexto_documental,,https://www.camaraguape.mg.gov.br/abrir_arquivo.aspx?arquivo=%7BBBA1ED7E-EBAD-666B-AD76-0C1BCDA3BCAB%7D.pdf&cdLocal=7 | https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3147909639691,2018-2021,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
01058207,2016,CIS GRAO MOGOL,original_84,6,1905184.69,rede_multidestino_documentada_no_fim_da_janela,redes_indiretas_ou_programas,rede_multidestino_documentada_no_fim_da_janela,excluir_destino_fixo,0,0,,,,,,Relato oficial de 2018 documenta consultas e exames e transporte diario para Montes Claros e Francisco Sa nos quatro meses anteriores,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://cisgraomogol.mg.gov.br/2018/01/25/consorcio-de-saude-atende-1-108-pacientes-em-apenas-quatro-meses-de-gestao/,https://cisgraomogol.mg.gov.br/ | https://cisgraomogol.mg.gov.br/2018/01/25/consorcio-de-saude-atende-1-108-pacientes-em-apenas-quatro-meses-de-gestao/,2014-2017,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
20059618,2016,CIS-URG OESTE,original_84,41,1676979.77,sem_classificacao_anual_no_painel,fase_anterior_operacao_samu,pre_operacao_samu_regional,preservar_pagamento_de_fase_pre_operacional,0,1,7997876,76,312230,,2017-06-07,Relato institucional distingue criacao em 2014 e inicio dos atendimentos em 7 de junho de 2017,evidencias/fontes_conciliacao_2026_09_24.csv#cisurg_inicio,https://cisurg.oeste.mg.gov.br/07-anos-de-funcionamento-do-samu-gerenciado-pelo-cis-urg-oeste/,https://cisurg.oeste.mg.gov.br/07-anos-de-funcionamento-do-samu-gerenciado-pelo-cis-urg-oeste/ | https://cisurg.oeste.mg.gov.br/?gnm_paged=64,2014-2015,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado. Nao retroagir a expansao territorial de 2022; ano inicial tem disponibilidade parcial,2026-09-24
00931990,2016,CISCOM,candidata_externa_13,5,1418013.53,sem_classificacao_anual_no_painel,demais_sem_destino_clinico_suficientemente_documentado,sem_vinculo_direto_identificado,localizar_prestador_e_vigencia; manter_sem_tempo_clinico,0,0,,,,,,Sem clinica diretamente vinculada recuperada para dezembro; consultar fonte contextual sem retroacao.,CNES_historico_e_contexto_documental,,https://abaete.mg.gov.br/wp-content/uploads/2025/06/PMS-Abaete-2022-2025.pdf,2017-2021,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
09310999,2016,CISVALEGRAN,original_84,14,1389529.93,rede_indireta_documentada_sem_destinos_anuais,redes_indiretas_ou_programas,rede_indireta_documentada_sem_destinos_anuais,excluir_destino_fixo,0,0,,,,,,"O consorcio opera por unidades credenciadas e estrutura da contratada; ha referencia municipal a aditivo de credenciamento iniciado em 2014, sem lista historica completa de destinos",outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://cisvalegran.mg.gov.br/quem-somos.html,https://cisvalegran.mg.gov.br/quem-somos.html | https://ptdocz.com/doc/1907428/visualizar---prefeitura-municipal-de-uberaba,2014-2016,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
13220150,2016,CISNORJE,original_84,52,1354229.93,sem_classificacao_anual_no_painel,movel_regulacao_ou_transporte,oferta_movel_cadastrada,especificacao_movel; nao_usar_central_como_clinica,27,1,7096313 | 7135017 | 7135343 | 9079874 | 9110763 | 9110771 | 9110798 | 9110801 | 9110828 | 9110836 | 9110844 | 9110852 | 9110860 | 9110879 | 9110887 | 9110895 | 9110909 | 9110917 | 9110925 | 9110933 | 9110941 | 9110968 | 9110984 | 9111018 | 9111026 | 9111034 | 9111042 | 9111050,42 | 76,310090 | 310170 | 310340 | 311230 | 311370 | 312160 | 313250 | 313270 | 313330 | 313470 | 313580 | 313600 | 313920 | 314180 | 314430 | 314530 | 314630 | 314870 | 315217 | 316710 | 316860 | 316970,,,Ha unidades moveis diretamente vinculadas na competencia de dezembro.,CNES_ST_dezembro,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
01994407,2016,CISPORTAL,original_84,9,1336682.33,rede_indireta_sem_destinos_anuais,redes_indiretas_ou_programas,rede_indireta_sem_destinos_anuais,excluir_destino_fixo,0,0,,,,,,O sitio oficial atual confirma atendimento por credenciamento; nao foi localizada lista historica de prestadores com vigencia e endereco,outputs/decisoes_documentais_91_entidades_ano.csv; evidencias/decisoes_sete_entidades_2026_09_10.csv,https://cisportal.mg.gov.br/atendimento/,https://cisportal.mg.gov.br/atendimento/,2014-2017,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
03869109,2016,CISMMA,candidata_externa_13,8,1297297.26,sem_classificacao_anual_no_painel,demais_sem_destino_clinico_suficientemente_documentado,sem_vinculo_direto_identificado,localizar_prestador_e_vigencia; manter_sem_tempo_clinico,0,0,,,,,,Sem clinica diretamente vinculada recuperada para dezembro; consultar fonte contextual sem retroacao.,CNES_historico_e_contexto_documental,,https://www.manga.mg.gov.br/noticias/cismma-elege-chapa-bienio-2019-2020-e-faz-prestacao-de-contas-do-ultimo-bienio | https://cnes2.datasus.gov.br/Mod_Ambulatorial.asp?VCo_Unidade=3139300077615,2019-2021,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
01124788,2016,CONSARDOCE,candidata_externa_13,5,1267987.03,sem_classificacao_anual_no_painel,demais_sem_destino_clinico_suficientemente_documentado,sem_vinculo_direto_identificado,localizar_prestador_e_vigencia; manter_sem_tempo_clinico,0,0,,,,,,Sem clinica diretamente vinculada recuperada para dezembro; consultar fonte contextual sem retroacao.,CNES_historico_e_contexto_documental,,https://tcnotas.tce.mg.gov.br/tcjuris/Nota/BuscarArquivo/1751650 | https://portal-antigo.saude.mg.gov.br/resolucoes/story/20387-consorcios-intermunicipais-de-saude-da-macro-leste-participam-de-encontro-promovido-pela-regional-de-valadares,2017,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
01257142,2016,CISSM,candidata_externa_13,7,894686.04,sem_classificacao_anual_no_painel,demais_sem_destino_clinico_suficientemente_documentado,sem_vinculo_direto_identificado,localizar_prestador_e_vigencia; manter_sem_tempo_clinico,0,0,,,,,,Sem clinica diretamente vinculada recuperada para dezembro; consultar fonte contextual sem retroacao.,CNES_historico_e_contexto_documental,,https://tcnotas.tce.mg.gov.br/tcjuris/Nota/BuscarArquivo/4169429,2018-2021,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado.,2026-09-24
20101246,2016,CONSURGE,original_84,24,835253.03,sem_classificacao_anual_no_painel,fase_anterior_operacao_samu,pre_operacao_samu_regional,preservar_pagamento_de_fase_pre_operacional,0,1,7498268,81,312770,,2020-12-28,Relatorio estadual de 2021 registra inauguracao em 28 de dezembro de 2020 e distingue a primeira da segunda fase,evidencias/fontes_conciliacao_2026_09_24.csv#consurge_inicio,https://www.saude.mg.gov.br/wp-content/uploads/2021/01/2o-RDQA-2021-Volume-I-CES-7bb.pdf,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado. Inauguracao no fim do ano nao comprova disponibilidade integral em 2020 nem cobertura da segunda fase,2026-09-24
20433216,2016,CISREUNO,original_84,25,805173.18,atividade_administrativa_pre_operacao,fase_anterior_operacao_samu,pre_operacao_samu_regional,preservar_pagamento_de_fase_pre_operacional,0,0,,,,,2022-10,Portal distingue inicio das atividades em janeiro de 2015 e implantacao oficial em outubro de 2022,evidencias/fontes_conciliacao_2026_09_24.csv#cisreuno_inicio,https://cisreuno.saude.mg.gov.br/cisreuno/institucional/,https://cisreuno.saude.mg.gov.br/cisreuno/institucional/ | https://cisreuno.saude.mg.gov.br/cisreuno/resolucoes/,2015-2016,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/Dados/ST/STMG1612.dbc,3a3446207cef372839fcd877e82f00b7c4deb8bba7a5cea6b53065432849bec5,201612,FALSE,CNES direto por CNPJ em dezembro; ausencia nao prova inexistencia de atendimento terceirizado. A data de implantacao e posterior a janela; nao prova ausencia de toda atividade administrativa ou outro servico anterior,2026-09-24
